Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2021;643.273
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2020;648.321
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2019;573.165
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2018;590.477
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2017;594.147
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2016;597.474
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2015;621.514
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2014;590.836
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2013;592.718
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2012;575.678
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2011;584.022
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2010;570.152
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2009;561.752
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2008;547.542
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2007;545.012
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida total (miles de unidades);2006;477.987
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2023;32,9
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2022;32,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2021;34,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2020;34,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2019;30,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2018;31,7
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2017;32,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2016;32,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2015;33,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2014;32,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2013;32,5
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2012;31,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2011;32,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2010;32,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2009;32,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2008;32,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2007;32,7
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por hogar;2006;29,5
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2023;13,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2022;13,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2021;13,7
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2020;13,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2019;12,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2018;12,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2017;12,9
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2016;13
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2015;13,5
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2014;12,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2013;12,8
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2012;12,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2011;12,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2010;12,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2009;12,2
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2008;12
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2007;12,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por persona;2006;10,9
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2023;19,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2022;19,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2021;20,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2020;20,5
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2019;18,2
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2018;18,9
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2017;19,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2016;19,3
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2015;20,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2014;19,1
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2013;19,2
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2012;18,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2011;18,9
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2010;18,6
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2009;18,5
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2008;18,2
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2007;18,4
01.1.7.5 T Hortalizas con raíz o bulbo y setas (frescas o refrigeradas) (K);Cantidad consumida media por unidad de consumo;2006;16,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2023;129.603
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2022;114.680
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2021;115.149
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2020;123.596
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2019;123.080
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2018;115.869
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2017;119.920
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2016;117.690
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2015;128.863
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2014;133.722
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2013;146.906
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2012;137.027
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2011;139.586
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2010;149.939
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2009;146.184
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2008;145.607
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2007;150.883
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida total (miles de unidades);2006;150.484
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2023;6,7
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2022;6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2021;6,1
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2020;6,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2019;6,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2018;6,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2017;6,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2016;6,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2015;7
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2014;7,3
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2013;8,1
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2012;7,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2011;7,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2010;8,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2009;8,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2008;8,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2007;9,1
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por hogar;2006;9,3
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2023;2,7
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2022;2,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2021;2,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2020;2,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2019;2,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2018;2,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2017;2,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2016;2,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2015;2,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2014;2,9
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2013;3,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2012;3
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2011;3
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2010;3,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2009;3,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2008;3,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2007;3,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por persona;2006;3,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2023;4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2022;3,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2021;3,6
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2020;3,9
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2019;3,9
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2018;3,7
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2017;3,9
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2016;3,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2015;4,2
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2014;4,3
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2013;4,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2012;4,4
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2011;4,5
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2010;4,9
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2009;4,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2008;4,8
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2007;5,1
01.1.7.6 T Legumbres y hortalizas secas (K);Cantidad consumida media por unidad de consumo;2006;5,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2023;363.963
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2022;366.245
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2021;360.134
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2020;352.036
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2019;313.298
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2018;307.850
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2017;316.402
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2016;319.154
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2015;399.534
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2014;376.407
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2013;361.004
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2012;386.854
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2011;398.355
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2010;394.845
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2009;384.202
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2008;379.727
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2007;368.593
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida total (miles de unidades);2006;329.515
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2023;18,8
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2022;19,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2021;19,1
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2020;18,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2019;16,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2018;16,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2017;17,1
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2016;17,3
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2015;21,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2014;20,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2013;19,8
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2012;21,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2011;22,3
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2010;22,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2009;22,1
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2008;22,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2007;22,1
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por hogar;2006;20,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2023;7,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2022;7,8
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2021;7,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2020;7,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2019;6,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2018;6,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2017;6,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2016;6,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2015;8,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2014;8,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2013;7,8
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2012;8,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2011;8,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2010;8,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2009;8,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2008;8,3
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2007;8,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por persona;2006;7,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2023;11,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2022;11,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2021;11,4
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2020;11,1
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2019;10
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2018;9,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2017;10,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2016;10,3
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2015;12,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2014;12,2
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2013;11,7
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2012;12,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2011;12,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2010;12,9
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2009;12,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2008;12,6
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2007;12,5
01.1.7.7 T Legumbres y hortalizas procesadas y otras preparaciones a base de legumbres y hortalizas (K);Cantidad consumida media por unidad de consumo;2006;11,4
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2023;118.877
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2022;98.523
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2021;106.140
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2020;101.930
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2019;88.367
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2018;89.020
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2017;94.343
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2016;90.715
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2015;101.685
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2014;91.184
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2013;95.019
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2012;103.242
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2011;94.454
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2010;103.778
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2009;97.831
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2008;100.933
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2007;99.697
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida total (miles de unidades);2006;91.696
01.1.7.8 T Legumbres y hortalizas congeladas (K);Cantidad consumida media por hogar;2023;6,2
